occur_year,boro,precinct,statistical_murder_flag,vic_age_group,vic_sex,vic_race
2011,The Bronx,47,No,18-24,Male,Black
2011,Brooklyn,83,No,18-24,Male,Black Hispanic
2011,Brooklyn,79,No,18-24,Female,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,The Bronx,46,No,18-24,Male,Black
2011,The Bronx,49,No,18-24,Male,Black Hispanic
2011,Manhattan,25,No,18-24,Female,Black
2011,Brooklyn,83,No,25-44,Male,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,Brooklyn,61,No,25-44,Male,White Hispanic
2011,The Bronx,42,No,18-24,Male,Black Hispanic
2011,Brooklyn,63,No,0-17,Male,Black
2011,Brooklyn,63,Yes,0-17,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,63,No,0-17,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Brooklyn,73,No,18-24,Male,Black
2011,Brooklyn,69,No,25-44,Male,Black
2011,Queens,100,No,18-24,Male,Black
2011,Brooklyn,71,No,25-44,Male,Black
2011,Brooklyn,71,No,0-17,Male,Black
2011,Manhattan,7,No,45-64,Male,Black
2011,Brooklyn,75,No,45-64,Male,Black
2011,The Bronx,40,No,18-24,Male,White Hispanic
2011,The Bronx,40,No,0-17,Male,Black
2011,Brooklyn,69,No,18-24,Male,Black
2011,Queens,102,No,25-44,Male,Black Hispanic
2011,Queens,102,Yes,25-44,Male,Black Hispanic
2011,Brooklyn,73,No,18-24,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Manhattan,24,No,25-44,Male,White Hispanic
2011,Manhattan,23,No,0-17,Female,White Hispanic
2011,Queens,109,Yes,45-64,Female,Asian or Pacific Islander
2011,The Bronx,43,No,25-44,Male,Black
2011,Brooklyn,71,Yes,25-44,Male,Black
2011,The Bronx,42,No,18-24,Male,Black Hispanic
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,62,No,18-24,Male,Black Hispanic
2011,Brooklyn,62,No,45-64,Male,Black Hispanic
2011,Queens,110,No,0-17,Male,Black
2011,Queens,103,No,18-24,Male,Black
2011,Queens,113,No,18-24,Male,Black
2011,Brooklyn,69,No,18-24,Male,Black
2011,Brooklyn,70,No,18-24,Male,Black
2011,Brooklyn,70,Yes,18-24,Male,Black
2011,Queens,113,No,18-24,Male,Black
2011,Brooklyn,83,No,25-44,Male,Black
2011,The Bronx,43,No,18-24,Male,Black
2011,The Bronx,47,No,0-17,Male,Black
2011,Brooklyn,73,No,18-24,Male,Black
2011,Brooklyn,77,No,25-44,Female,Black
2011,Queens,105,No,18-24,Male,Black
2011,The Bronx,47,No,18-24,Male,Black
2011,Staten Island,120,No,45-64,Male,Black
2011,Manhattan,32,No,18-24,Female,Black
2011,The Bronx,41,No,25-44,Male,Black
2011,The Bronx,43,No,18-24,Female,Black
2011,The Bronx,43,No,18-24,Female,Black Hispanic
2011,The Bronx,43,No,25-44,Male,Black
2011,The Bronx,43,No,0-17,Male,Black Hispanic
2011,Queens,103,No,25-44,Female,Black
2011,Queens,103,No,25-44,Male,Black
2011,Brooklyn,60,No,18-24,Male,Black
2011,Brooklyn,60,Yes,18-24,Male,Black
2011,Brooklyn,60,No,25-44,Male,Black
2011,Brooklyn,60,No,25-44,Male,White
2011,Brooklyn,60,Yes,25-44,Male,Black
2011,Brooklyn,60,Yes,25-44,Male,White
2011,Brooklyn,60,No,0-17,Female,Black
2011,Brooklyn,60,Yes,0-17,Female,Black
2011,Brooklyn,81,No,25-44,Male,Black
2011,Queens,107,No,18-24,Male,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,The Bronx,43,No,18-24,Female,White Hispanic
2011,Queens,105,Yes,25-44,Male,White Hispanic
2011,Queens,105,Yes,25-44,Male,White Hispanic
2011,Staten Island,120,No,25-44,Male,Black
2011,The Bronx,43,No,18-24,Male,Black
2011,The Bronx,40,No,18-24,Female,Black
2011,Brooklyn,73,No,18-24,Male,Black
2011,Manhattan,25,No,18-24,Male,Black
2011,Queens,103,No,25-44,Male,Black
2011,Brooklyn,83,Yes,45-64,Male,Black Hispanic
2011,The Bronx,42,No,18-24,Male,Black
2011,Manhattan,32,No,25-44,Male,Black
2011,Manhattan,23,No,0-17,Male,White Hispanic
2011,Queens,106,Yes,25-44,Male,Black
2011,Queens,106,Yes,25-44,Male,Black
2011,Queens,110,No,18-24,Male,Black Hispanic
2011,Brooklyn,77,No,18-24,Male,Black
2011,The Bronx,45,No,25-44,Male,White
2011,The Bronx,45,No,25-44,Male,White
2011,Brooklyn,67,No,18-24,Male,Black
2011,Brooklyn,79,No,45-64,Male,Black
2011,The Bronx,44,No,25-44,Male,Black
2011,The Bronx,44,Yes,25-44,Male,Black
2011,Brooklyn,73,No,0-17,Female,Black
2011,Manhattan,28,No,18-24,Male,Black
2011,Manhattan,28,No,45-64,Male,Black
2011,Queens,105,No,25-44,Male,Black
2011,Queens,102,No,25-44,Male,White Hispanic
2011,The Bronx,42,No,0-17,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Queens,103,No,25-44,Male,Black
2011,The Bronx,48,No,18-24,Male,Black
2011,Brooklyn,75,Yes,18-24,Male,White Hispanic
2011,The Bronx,41,No,18-24,Male,Black
2011,The Bronx,41,No,18-24,Male,Black
2011,Brooklyn,77,No,0-17,Male,Black
2011,The Bronx,41,Yes,18-24,Female,Black Hispanic
2011,The Bronx,41,Yes,18-24,Female,Black Hispanic
2011,Brooklyn,90,No,65+,Male,White
2011,The Bronx,40,No,18-24,Male,White Hispanic
2011,Brooklyn,79,Yes,25-44,Male,Black
2011,The Bronx,42,No,18-24,Male,White Hispanic
2011,Manhattan,13,No,25-44,Male,White
2011,The Bronx,40,No,25-44,Male,Black
2011,Queens,113,No,18-24,Male,Black
2011,Queens,113,Yes,18-24,Male,Black
2011,Queens,113,No,0-17,Male,Black
2011,Queens,113,Yes,0-17,Male,Black
2011,The Bronx,44,No,18-24,Male,Black
2011,The Bronx,47,No,0-17,Male,Black
2011,The Bronx,43,No,25-44,Male,Black
2011,Manhattan,32,No,18-24,Male,Black
2011,Manhattan,32,No,0-17,Male,Black
2011,Brooklyn,79,No,25-44,Male,Black
2011,The Bronx,47,No,18-24,Male,Black
2011,The Bronx,45,Yes,25-44,Male,Black
2011,The Bronx,43,Yes,25-44,Male,Black
2011,Manhattan,23,No,25-44,Male,White Hispanic
2011,The Bronx,47,No,18-24,Male,Black
2011,Brooklyn,76,No,18-24,Male,Black
2011,Queens,113,No,25-44,Male,Black
2011,The Bronx,40,No,25-44,Male,Black Hispanic
2011,The Bronx,47,Yes,25-44,Male,Black
2011,The Bronx,43,No,18-24,Male,Black Hispanic
2011,The Bronx,43,Yes,18-24,Male,Black Hispanic
2011,The Bronx,43,No,25-44,Male,Black
2011,The Bronx,43,Yes,25-44,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,The Bronx,43,No,18-24,Male,Black
2011,The Bronx,44,No,0-17,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Queens,115,No,18-24,Male,Black
2011,Queens,115,No,18-24,Male,Black
2011,The Bronx,44,No,18-24,Male,Black
2011,Brooklyn,94,No,25-44,Male,White
2011,Brooklyn,94,No,25-44,Male,White
2011,Queens,114,No,18-24,Male,Black
2011,Queens,114,No,18-24,Male,Black
2011,Manhattan,23,No,25-44,Male,Black
2011,The Bronx,42,No,18-24,Male,Black
2011,Manhattan,7,Yes,18-24,Male,Black
2011,The Bronx,47,No,25-44,Male,Black
2011,The Bronx,50,No,18-24,Male,Black Hispanic
2011,The Bronx,50,No,18-24,Female,White Hispanic
2011,The Bronx,50,No,18-24,Male,White Hispanic
2011,The Bronx,50,No,0-17,Male,White Hispanic
2011,Brooklyn,75,No,45-64,Male,White
2011,Brooklyn,77,No,25-44,Male,Black
2011,The Bronx,49,No,25-44,Male,White Hispanic
2011,Manhattan,28,No,25-44,Male,Black
2011,The Bronx,44,No,18-24,Male,Black
2011,Manhattan,26,No,0-17,Male,Black
2011,Manhattan,25,No,18-24,Male,Black Hispanic
2011,Brooklyn,73,Yes,18-24,Male,Black
2011,The Bronx,44,No,45-64,Male,Black Hispanic
2011,The Bronx,44,No,18-24,Male,Black Hispanic
2011,Queens,113,No,18-24,Male,Black
2011,Queens,113,No,25-44,Female,Black
2011,Queens,100,No,18-24,Male,Black Hispanic
2011,Brooklyn,77,No,18-24,Male,Black
2011,Brooklyn,78,No,18-24,Male,Black
2011,Brooklyn,71,No,18-24,Male,Black
2011,Brooklyn,71,No,18-24,Male,Black
2011,Brooklyn,71,No,25-44,Female,Black
2011,Brooklyn,71,No,25-44,Male,Black
2011,Brooklyn,71,No,25-44,Female,Black
2011,Brooklyn,71,No,25-44,Male,Black
2011,Manhattan,25,No,25-44,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,75,Yes,18-24,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,75,Yes,18-24,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Brooklyn,75,Yes,25-44,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Brooklyn,75,Yes,25-44,Male,Black
2011,Brooklyn,75,No,0-17,Male,Black Hispanic
2011,Brooklyn,75,Yes,0-17,Male,Black Hispanic
2011,Brooklyn,75,No,0-17,Male,Black Hispanic
2011,Brooklyn,75,Yes,0-17,Male,Black Hispanic
2011,Brooklyn,61,No,0-17,Male,White
2011,Brooklyn,61,No,0-17,Male,White Hispanic
2011,The Bronx,42,No,18-24,Male,Black
2011,Brooklyn,67,Yes,45-64,Male,Black
2011,Manhattan,25,No,18-24,Male,Black
2011,The Bronx,44,No,0-17,Male,Black
2011,The Bronx,46,No,18-24,Male,Black Hispanic
2011,Brooklyn,83,Yes,18-24,Male,Black
2011,Brooklyn,70,No,0-17,Female,Black
2011,Staten Island,120,No,18-24,Male,Black Hispanic
2011,Brooklyn,60,No,18-24,Male,Black
2011,Manhattan,28,No,18-24,Male,Black
2011,Manhattan,28,Yes,18-24,Male,Black
2011,Manhattan,28,No,45-64,Male,Black
2011,Manhattan,28,Yes,45-64,Male,Black
2011,Brooklyn,83,No,18-24,Male,Black
2011,Queens,113,No,25-44,Female,Black
2011,The Bronx,42,No,18-24,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Manhattan,25,Yes,0-17,Male,White Hispanic
2011,Brooklyn,75,No,18-24,Male,Unknown
2011,Brooklyn,73,Yes,25-44,Male,Black
2011,Queens,101,Yes,18-24,Male,Black
2011,The Bronx,46,No,0-17,Female,White Hispanic
2011,Manhattan,30,No,25-44,Male,Black Hispanic
2011,Queens,110,No,45-64,Male,Black Hispanic
2011,Queens,103,No,25-44,Male,Black Hispanic
2011,The Bronx,42,No,25-44,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,The Bronx,43,No,25-44,Female,White Hispanic
2011,The Bronx,43,No,25-44,Male,White Hispanic
2011,The Bronx,52,No,25-44,Female,White Hispanic
2011,The Bronx,52,No,25-44,Male,White Hispanic
2011,The Bronx,52,No,0-17,Male,White Hispanic
2011,Queens,113,No,25-44,Male,Black
2011,Queens,113,No,18-24,Male,Asian or Pacific Islander
2011,Queens,106,No,25-44,Male,Black
2011,Manhattan,32,No,18-24,Male,Black Hispanic
2011,Brooklyn,77,Yes,0-17,Male,Black
2011,Queens,105,No,18-24,Female,White
2011,Queens,105,No,18-24,Male,White
2011,Brooklyn,67,No,25-44,Male,American Indian or Alaskan Native
2011,Brooklyn,67,No,25-44,Male,American Indian or Alaskan Native
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,70,No,18-24,Male,Black
2011,Brooklyn,70,No,45-64,Female,Black
2011,The Bronx,48,Yes,25-44,Male,White Hispanic
2011,Brooklyn,73,No,18-24,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,60,No,18-24,Male,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,The Bronx,40,No,0-17,Male,Black Hispanic
2011,Queens,114,No,18-24,Male,Black
2011,Queens,100,No,18-24,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Brooklyn,75,No,0-17,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Queens,114,No,18-24,Male,Black
2011,The Bronx,43,Yes,25-44,Male,White Hispanic
2011,Brooklyn,79,Yes,25-44,Male,Black
2011,The Bronx,46,Yes,45-64,Male,White Hispanic
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Queens,105,Yes,45-64,Male,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,The Bronx,46,No,25-44,Male,Black
2011,Brooklyn,73,No,25-44,Female,Black
2011,Brooklyn,73,No,45-64,Male,Black
2011,Brooklyn,67,No,18-24,Male,Black
2011,Brooklyn,67,No,0-17,Male,Black
2011,Brooklyn,77,Yes,25-44,Male,Black
2011,The Bronx,49,No,0-17,Male,Black Hispanic
2011,Brooklyn,67,No,18-24,Male,Black
2011,The Bronx,44,No,25-44,Male,Black Hispanic
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,88,No,25-44,Male,Black
2011,Brooklyn,70,No,25-44,Male,Black
2011,The Bronx,42,No,25-44,Male,Black Hispanic
2011,Brooklyn,83,No,25-44,Male,Black Hispanic
2011,Brooklyn,69,No,0-17,Female,Black
2011,Brooklyn,79,No,0-17,Male,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,Brooklyn,79,No,0-17,Male,Black
2011,Staten Island,120,Yes,25-44,Male,Black
2011,Staten Island,120,Yes,25-44,Male,Black
2011,Brooklyn,70,No,25-44,Male,Black
2011,The Bronx,46,Yes,18-24,Male,Black
2011,Manhattan,23,No,0-17,Male,Black
2011,Manhattan,23,No,0-17,Male,Black
2011,Brooklyn,61,No,18-24,Female,Black
2011,Brooklyn,61,Yes,18-24,Female,Black
2011,Brooklyn,61,No,25-44,Male,Black
2011,Brooklyn,61,Yes,25-44,Male,Black
2011,The Bronx,42,No,25-44,Male,Black
2011,Brooklyn,63,No,25-44,Male,Black
2011,Queens,100,No,0-17,Male,Black
2011,The Bronx,48,Yes,25-44,Female,White Hispanic
2011,The Bronx,40,No,0-17,Male,Black
2011,The Bronx,40,Yes,0-17,Male,Black
2011,The Bronx,40,No,0-17,Male,Black
2011,The Bronx,40,Yes,0-17,Male,Black
2011,The Bronx,41,No,18-24,Male,Black
2011,The Bronx,41,No,0-17,Male,Black
2011,Brooklyn,83,Yes,18-24,Male,Black
2011,The Bronx,52,No,18-24,Male,White Hispanic
2011,The Bronx,52,No,18-24,Male,White Hispanic
2011,Brooklyn,73,No,18-24,Male,Black
2011,Manhattan,25,No,18-24,Male,Black
2011,The Bronx,40,No,0-17,Male,Black
2011,Brooklyn,83,Yes,18-24,Male,Black
2011,Brooklyn,71,No,18-24,Female,Black
2011,Brooklyn,71,No,18-24,Male,Black
2011,Brooklyn,83,No,18-24,Male,Black
2011,Brooklyn,83,Yes,18-24,Male,Black
2011,Brooklyn,83,No,18-24,Male,Black
2011,Brooklyn,83,Yes,18-24,Male,Black
2011,Brooklyn,73,No,0-17,Male,Black
2011,Brooklyn,61,No,18-24,Male,White Hispanic
2011,Brooklyn,61,Yes,18-24,Male,White Hispanic
2011,Brooklyn,61,No,0-17,Male,White Hispanic
2011,Brooklyn,61,Yes,0-17,Male,White Hispanic
2011,Brooklyn,76,No,25-44,Male,Black
2011,The Bronx,43,No,18-24,Male,Black Hispanic
2011,The Bronx,43,No,18-24,Male,Black Hispanic
2011,The Bronx,43,No,0-17,Female,Black Hispanic
2011,The Bronx,43,No,0-17,Female,Black Hispanic
2011,The Bronx,43,No,0-17,Male,Black Hispanic
2011,The Bronx,43,No,0-17,Male,Black Hispanic
2011,Manhattan,9,No,18-24,Male,Black Hispanic
2011,Brooklyn,67,No,25-44,Male,Black
2011,Brooklyn,69,No,18-24,Male,Black
2011,Queens,103,Yes,25-44,Male,Black
2011,The Bronx,50,No,18-24,Male,White
2011,The Bronx,45,Yes,25-44,Male,White Hispanic
2011,Manhattan,25,No,25-44,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Brooklyn,75,No,0-17,Male,Black
2011,The Bronx,47,No,25-44,Male,Black
2011,Brooklyn,70,No,18-24,Male,Black
2011,Brooklyn,90,No,0-17,Male,White Hispanic
2011,Brooklyn,67,No,0-17,Female,Black
2011,Queens,100,No,0-17,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,The Bronx,48,No,18-24,Male,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,Brooklyn,68,No,25-44,Male,White
2011,The Bronx,47,No,18-24,Male,Black
2011,Queens,115,Yes,25-44,Male,Black
2011,Brooklyn,62,No,25-44,Male,Black Hispanic
2011,Brooklyn,88,No,25-44,Male,Black
2011,The Bronx,46,No,18-24,Male,Black
2011,The Bronx,46,No,18-24,Male,White Hispanic
2011,Queens,101,No,45-64,Male,Black
2011,Manhattan,23,No,0-17,Male,Black
2011,Queens,101,No,25-44,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Manhattan,33,Yes,18-24,Male,White Hispanic
2011,Manhattan,33,Yes,18-24,Male,White Hispanic
2011,Manhattan,33,Yes,18-24,Male,White Hispanic
2011,Brooklyn,69,No,18-24,Male,Black
2011,Brooklyn,79,Yes,18-24,Male,Black
2011,Queens,113,Yes,18-24,Male,Black
2011,Brooklyn,79,No,0-17,Male,Black
2011,Brooklyn,79,No,25-44,Female,Black
2011,Queens,105,No,18-24,Male,Black
2011,The Bronx,48,No,18-24,Male,Black Hispanic
2011,Brooklyn,79,No,25-44,Male,Black
2011,Brooklyn,67,Yes,25-44,Male,Black
2011,Brooklyn,70,No,18-24,Male,Black
2011,Brooklyn,70,No,25-44,Male,Black
2011,Brooklyn,77,No,18-24,Male,Black
2011,Brooklyn,77,No,0-17,Male,Black
2011,Brooklyn,83,No,18-24,Male,Black
2011,Brooklyn,71,No,25-44,Male,Black
2011,Staten Island,123,No,45-64,Female,White
2011,Staten Island,123,Yes,45-64,Female,White
2011,Staten Island,123,No,45-64,Male,White
2011,Staten Island,123,Yes,45-64,Male,White
2011,The Bronx,40,No,25-44,Male,White Hispanic
2011,Queens,103,No,25-44,Male,Black
2011,Brooklyn,67,No,18-24,Male,Black
2011,The Bronx,44,No,25-44,Male,Black
2011,Brooklyn,73,No,0-17,Male,Black
2011,The Bronx,44,Yes,18-24,Male,White Hispanic
2011,Brooklyn,90,Yes,25-44,Male,Black Hispanic
2011,Queens,103,No,25-44,Male,Black
2011,Brooklyn,67,No,0-17,Male,Black
2011,The Bronx,40,Yes,25-44,Male,Black
2011,Queens,114,No,18-24,Male,Black
2011,Queens,114,No,18-24,Male,White
2011,Queens,114,No,25-44,Male,Black
2011,Brooklyn,75,No,0-17,Male,Black
2011,Queens,101,No,18-24,Male,Black
2011,Brooklyn,81,No,0-17,Male,Black
2011,The Bronx,42,No,18-24,Male,Black
2011,The Bronx,42,No,18-24,Male,Black
2011,The Bronx,42,No,25-44,Male,Black
2011,The Bronx,42,No,25-44,Male,Black
2011,Queens,106,No,25-44,Male,Black
2011,Queens,101,No,18-24,Male,Black
2011,The Bronx,47,No,25-44,Male,Black Hispanic
2011,Brooklyn,81,Yes,18-24,Male,Black
2011,Manhattan,30,No,18-24,Male,Black Hispanic
2011,Brooklyn,81,No,25-44,Male,Black
2011,Manhattan,26,No,18-24,Male,Black
2011,Brooklyn,71,No,18-24,Male,Black
2011,Brooklyn,75,No,25-44,Female,Black
2011,The Bronx,40,No,18-24,Male,Black
2011,Manhattan,32,No,18-24,Male,Black
2011,Staten Island,120,No,18-24,Male,Black
2011,The Bronx,44,No,25-44,Male,Black
2011,Brooklyn,73,No,18-24,Male,Black
2011,The Bronx,41,No,18-24,Male,Black
2011,The Bronx,41,No,18-24,Male,Black Hispanic
2011,The Bronx,41,No,18-24,Male,White Hispanic
2011,The Bronx,46,No,18-24,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Brooklyn,77,No,0-17,Male,Black
2011,Brooklyn,88,No,25-44,Male,Black
2011,Queens,105,No,18-24,Male,Black
2011,The Bronx,40,No,25-44,Male,White Hispanic
2011,The Bronx,40,Yes,25-44,Male,White Hispanic
2011,Queens,113,No,18-24,Male,Black
2011,The Bronx,52,No,18-24,Male,White Hispanic
2011,The Bronx,52,Yes,18-24,Male,White Hispanic
2011,The Bronx,52,No,25-44,Male,White Hispanic
2011,The Bronx,52,Yes,25-44,Male,White Hispanic
2011,The Bronx,52,No,0-17,Male,White Hispanic
2011,The Bronx,52,Yes,0-17,Male,White Hispanic
2011,Brooklyn,63,No,18-24,Male,Black
2011,Brooklyn,60,No,25-44,Male,Black
2011,Brooklyn,75,No,18-24,Male,Black Hispanic
2011,Brooklyn,75,No,25-44,Male,Black Hispanic
2011,Brooklyn,73,No,25-44,Male,Black
2011,Brooklyn,72,No,18-24,Male,Asian or Pacific Islander
2011,The Bronx,45,No,25-44,Male,White Hispanic
2011,The Bronx,45,No,25-44,Male,White Hispanic
2011,Brooklyn,81,Yes,25-44,Male,Black
2011,Brooklyn,81,Yes,45-64,Male,Black
2011,Brooklyn,75,Yes,25-44,Male,Black
2011,The Bronx,44,Yes,25-44,Male,Black
2011,Manhattan,25,No,18-24,Male,Black
2011,Brooklyn,70,Yes,18-24,Male,Black
2011,Brooklyn,77,No,18-24,Male,Black
2011,Brooklyn,67,No,18-24,Male,Black
2011,Brooklyn,71,No,18-24,Male,Black
2011,Brooklyn,79,No,45-64,Female,Black
2011,Brooklyn,75,No,18-24,Male,Black
2011,Brooklyn,73,No,18-24,Male,Black
2011,The Bronx,40,Yes,25-44,Male,Black
2011,Brooklyn,66,No,18-24,Male,White Hispanic
2011,The Bronx,41,No,0-17,Male,Black
2011,Staten Island,120,No,18-24,Male,Black
2011,Brooklyn,75,No,0-17,Female,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Manhattan,32,No,18-24,Male,Black
2011,Brooklyn,79,Yes,18-24,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black Hispanic
2011,Brooklyn,73,No,18-24,Male,Black
2011,Brooklyn,73,Yes,18-24,Male,Black
2011,Manhattan,23,No,18-24,Male,Black
2011,Brooklyn,83,No,25-44,Male,Black
2011,The Bronx,47,No,25-44,Female,Black
2011,The Bronx,52,Yes,25-44,Male,White Hispanic
2011,Staten Island,120,No,25-44,Male,Black
2011,The Bronx,44,No,25-44,Male,Black Hispanic
2011,Brooklyn,75,Yes,45-64,Female,Black
2011,Brooklyn,71,No,25-44,Male,Black
2011,The Bronx,49,No,18-24,Male,White
2011,Queens,109,No,18-24,Male,Black Hispanic
2011,Brooklyn,77,No,25-44,Male,Black
2011,The Bronx,43,No,25-44,Male,Black Hispanic
2011,Brooklyn,79,No,18-24,Male,Black
2011,The Bronx,49,Yes,0-17,Male,Black
2011,Brooklyn,67,No,18-24,Female,Black
2011,The Bronx,42,No,25-44,Male,Black
2011,The Bronx,47,No,0-17,Female,White
2011,Brooklyn,73,Yes,0-17,Male,Black
2011,Brooklyn,73,No,0-17,Male,Black
2011,The Bronx,47,No,18-24,Male,Black
2011,Brooklyn,67,No,18-24,Male,Black
2011,The Bronx,48,No,18-24,Male,Black Hispanic
2011,Brooklyn,75,Yes,18-24,Male,Black
2011,Brooklyn,75,No,0-17,Female,Black
2011,Brooklyn,75,No,0-17,Male,Black
2011,The Bronx,43,No,25-44,Female,Black Hispanic
2011,Manhattan,25,No,25-44,Male,White Hispanic
2011,The Bronx,48,No,18-24,Male,White Hispanic
2011,Brooklyn,67,Yes,18-24,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,Brooklyn,73,No,18-24,Male,Black
2011,Brooklyn,79,No,25-44,Male,Black
2011,Brooklyn,73,No,25-44,Male,Black
2011,Brooklyn,90,No,25-44,Male,Black
2011,Queens,110,No,25-44,Male,Black
2011,Brooklyn,79,No,0-17,Male,Black
2011,Brooklyn,67,No,18-24,Male,Black
2011,Brooklyn,67,No,25-44,Female,Black
2011,Brooklyn,67,No,0-17,Female,Black
2011,Brooklyn,79,No,25-44,Male,Black
2011,The Bronx,41,No,0-17,Male,Black
2011,Brooklyn,79,Yes,25-44,Male,Black
2011,The Bronx,46,Yes,25-44,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,Brooklyn,75,No,25-44,Male,Black
2011,Brooklyn,75,No,45-64,Male,Black
2011,The Bronx,50,Yes,25-44,Male,Black Hispanic
2011,The Bronx,40,Yes,18-24,Female,Black
2011,The Bronx,42,No,0-17,Male,Black Hispanic
2011,The Bronx,42,No,0-17,Male,Black Hispanic
2011,Brooklyn,70,No,18-24,Male,Black
2011,Brooklyn,73,Yes,18-24,Male,Black
2011,The Bronx,46,Yes,25-44,Male,Black
2011,Brooklyn,77,No,18-24,Male,Black
2011,Brooklyn,83,Yes,25-44,Male,Black
2011,Brooklyn,79,No,25-44,Male,Black
2011,Brooklyn,70,No,18-24,Male,Black
2011,Brooklyn,73,No,18-24,Male,Black Hispanic
2011,The Bronx,41,No,25-44,Male,Black
2011,The Bronx,41,No,25-44,Male,Black
2011,The Bronx,41,No,0-17,Male,Black Hispanic
2011,The Bronx,41,No,0-17,Male,Black Hispanic
2011,Brooklyn,75,No,18-24,Male,Black
2011,The Bronx,43,Yes,25-44,Male,Black
2011,Brooklyn,69,No,25-44,Male,Black
2011,Brooklyn,67,No,18-24,Male,Black
2011,Brooklyn,67,No,25-44,Male,Black
2011,The Bronx,46,No,18-24,Male,Black
2011,The Bronx,46,Yes,18-24,Male,Black
2011,The Bronx,46,No,0-17,Male,Black
2011,The Bronx,46,Yes,0-17,Male,Black
2011,Manhattan,25,Yes,25-44,Male,Black
2011,The Bronx,47,No,25-44,Female,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Brooklyn,79,No,0-17,Male,Black
2011,Brooklyn,73,No,25-44,Male,Black
2011,The Bronx,47,No,0-17,Male,Black Hispanic
2011,Brooklyn,71,No,18-24,Male,Black
2011,Brooklyn,71,No,25-44,Male,Black
2011,Brooklyn,79,No,18-24,Male,Black
2011,Manhattan,32,No,18-24,Male,Black Hispanic
2011,The Bronx,48,No,25-44,Male,White Hispanic
2011,The Bronx,47,No,18-24,Female,Black Hispanic
2011,Brooklyn,81,No,18-24,Male,Black
2011,Manhattan,25,Yes,25-44,Male,Black
2011,Queens,109,No,18-24,Male,Black Hispanic
2011,Queens,103,No,25-44,Male,Black
2011,Brooklyn,71,No,0-17,Male,Black Hispanic
2011,Brooklyn,71,No,0-17,Male,Black Hispanic
2011,The Bronx,47,No,25-44,Male,Black
2011,Brooklyn,63,No,25-44,Male,Black
2011,Queens,101,No,25-44,Male,Black
2011,The Bronx,40,No,25-44,Male,Black Hispanic
2011,Manhattan,24,Yes,25-44,Male,Black
2011,Queens,113,No,18-24,Male,Black
2011,Brooklyn,61,No,18-24,Male,Black
2011,Brooklyn,75,No,45-64,Male,Black
2011,The Bronx,41,No,25-44,Male,Black
2011,The Bronx,47,No,18-24,Male,Black
2011,The Bronx,47,No,18-24,Male,Black
2011,The Bronx,40,Yes,25-44,Male,White Hispanic
2011,Brooklyn,94,No,25-44,Male,Black
2011,Brooklyn,67,No,45-64,Male,White
2011,Brooklyn,69,No,18-24,Male,Black
